file,status,error,bank_name,year,presence,tokens,out_tokens
y6report_2351359_WESTERN-DAKOTA-HC_2013,passed,,WESTERN DAKOTA HOLDING COMPANY,2013,both,13719,574
y6report_2351359_WESTERN-DAKOTA-HC_2014,passed,,WESTERN DAKOTA HOLDING COMPANY,2014,both,4555,577
y6report_2351359_WESTERN-DAKOTA-HC_2015,passed,,WESTERN DAKOTA HOLDING COMPANY,2015,both,5067,571
y6report_2351359_WESTERN-DAKOTA-HC_2016,passed,,WESTERN DAKOTA HOLDING COMPANY,2016,both,11392,951
y6report_2351359_WESTERN-DAKOTA-HC_2017,passed,,WESTERN DAKOTA HOLDING COMPANY,2017,both,14284,801
y6report_2351359_WESTERN-DAKOTA-HC_2018,passed,,WESTERN DAKOTA HOLDING COMPANY,2018,both,21526,741
y6report_2351359_WESTERN-DAKOTA-HC_2019,passed,,WESTERN DAKOTA HOLDING COMPANY,2019,both,5202,743
y6report_2351359_WESTERN-DAKOTA-HC_2020,passed,,WESTERN DAKOTA HOLDING COMPANY,2020,both,15954,799
y6report_2351359_WESTERN-DAKOTA-HC_2021,passed,,WESTERN DAKOTA HOLDING COMPANY,2021,both,4511,825
y6report_2351359_WESTERN-DAKOTA-HC_2022,passed,,Western Dakota Holding Company,2022,insiders,18036,630
y6report_2351359_WESTERN-DAKOTA-HC_2023,passed,,WESTERN DAKOTA HOLDING COMPANY,2023,both,3441,343
y6report_2352495_FNB-BSHRS_2013,passed,,"FNB Bankshares, Inc.",2013,both,14984,1679
y6report_2352495_FNB-BSHRS_2014,passed,,"FNB Bankshares, Inc.",2014,both,6018,1737
y6report_2352495_FNB-BSHRS_2015,passed,,"FNB Bankshares, Inc.",2015,both,15345,1683
y6report_2352495_FNB-BSHRS_2016,passed,,"FNB Bankshares, Inc.",2016,both,14142,1725
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2013,passed,,COMMERCIAL BANK OF MOTT ESOP,2013,both,17258,1337
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2014,passed,,COMMERCIAL BANK OF MOTT ESOP,2014,both,5075,1173
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2015,passed,,COMMERCIAL BANK OF MOTT,2015,both,5098,1164
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2016,passed,,COMMERCIAL BANK OF MOTT ESOP,2016,both,13779,1478
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2017,passed,,COMMERCIAL BANK OF MOTT ESOP,2017,both,4843,1423
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2018,passed,,COMMERCIAL BANK OF MOTT ESOP,2018,both,214795,1269
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2019,passed,,COMMERCIAL BANK OF MOTT ESOP,2019,both,4096,1362
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2020,passed,,COMMERCIAL BANK OF MOTT ESOP,2020,both,4958,1108
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2021,passed,,COMMERCIAL BANK OF MOTT ESOP,2021,both,15013,658
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2022,passed,,Commercial Bank of Mott ESOP,2022,none,13626,64
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2023,passed,,Commercial Bank of Mott ESOP,2023,insiders,12965,183
y6report_2354592_COMMERCIAL-BK-OF-MOTT-ESOP_2024,passed,,COMMERCIAL BANK OF MOTT EMPLOYEE STOCK OWNERSHIP PLAN,2024,none,2520,68
y6report_2359328_DAKOTAH-BSHRS_2013,passed,,"DAKOTAH BANKSHARES, INC.",2013,both,14875,1297
y6report_2359328_DAKOTAH-BSHRS_2014,passed,,"Dakotah Bankshares, Inc.",2014,both,15955,1240
y6report_2359328_DAKOTAH-BSHRS_2015,passed,,"DAKOTAH BANKSHARES, INC.",2015,both,4593,1288
y6report_2359328_DAKOTAH-BSHRS_2016,passed,,"Dakotah Bankshares, Inc.",2016,both,4505,1195
y6report_2359328_DAKOTAH-BSHRS_2017,passed,,"Dakotah Bankshares, Inc.",2017,both,4428,1180
y6report_2359328_DAKOTAH-BSHRS_2018,passed,,"Dakotah Bankshares, Inc.",2018,both,5391,1207
y6report_2359328_DAKOTAH-BSHRS_2019,passed,,"DAKOTAH BANKSHARES, INC.",2019,both,11737,1416
y6report_2359328_DAKOTAH-BSHRS_2020,passed,,"Dakotah Bankshares, Inc.",2020,both,4551,1289
y6report_2359328_DAKOTAH-BSHRS_2021,passed,,"DAKOTAH BANKSHARES, INC.",2021,both,4439,1246
y6report_2359328_DAKOTAH-BSHRS_2022,passed,,"Dakotah Bankshares, Inc.",2022,both,15552,1312
y6report_2359328_DAKOTAH-BSHRS_2023,passed,,"Dakotah Bankshares, Inc.",2023,both,3756,1270
y6report_2359328_DAKOTAH-BSHRS_2024,passed,,"DAKOTAH BANKSHARES, INC.",2024,both,3536,853
y6report_2359823_MILLE-LACS-BC_2013,passed,,"Mille Lacs Bancorporation, Inc.",2013,securities,34040,151
y6report_2359823_MILLE-LACS-BC_2014,passed,,"Mille Lacs Bancorporation, Inc.",2014,both,17243,714
y6report_2359823_MILLE-LACS-BC_2015,passed,,"Mille Lacs Bancorporation, Inc.",2015,both,6618,912
y6report_2359823_MILLE-LACS-BC_2016,passed,,"Mille Lacs Bancorporation, Inc.",2016,both,14974,860
y6report_2359823_MILLE-LACS-BC_2017,passed,,"Mills Lace Bancorporation, Inc.",2017,both,4275,1065
y6report_2359823_MILLE-LACS-BC_2018,passed,,"MILLE LACS BANCORPORATION, INC.",2018,both,11518,996
y6report_2359823_MILLE-LACS-BC_2019,passed,,"Mille Lacs Bancorporation, Inc.",2019,both,4883,990
y6report_2359823_MILLE-LACS-BC_2020,passed,,"MILLE LACS BANCORPORATION, INC.",2020,both,14495,1007
y6report_2359823_MILLE-LACS-BC_2021,passed,,"Mille Lacs Bancorporation, Inc.",2021,both,14745,1002
y6report_2359823_MILLE-LACS-BC_2022,passed,,"Mille Lacs Bancorporation, Inc.",2022,none,2696,65
y6report_2359823_MILLE-LACS-BC_2023,passed,,"Mille Lacs Bancorporation, Inc.",2023,both,11999,988
y6report_2359869_RANDALL-BC_2013,passed,,"Randall Bancorp, Inc.",2013,both,15454,795
y6report_2359869_RANDALL-BC_2014,passed,,"Randall Bancorp, Inc.",2014,both,19070,851
y6report_2359869_RANDALL-BC_2015,passed,,"Randall Bancorp, Inc",2015,both,39235,836
y6report_2359869_RANDALL-BC_2016,passed,,"Randall Bancorp, Inc",2016,both,13890,778
y6report_2359869_RANDALL-BC_2017,passed,,"Randall Bancorp, Inc",2017,both,16809,778
y6report_2359869_RANDALL-BC_2018,passed,,"Randall Bancorp, Inc",2018,both,4436,754
y6report_2359869_RANDALL-BC_2019,passed,,Randall Bancorp Inc,2019,both,4467,762
y6report_2359869_RANDALL-BC_2020,passed,,Randall Bancorp Inc,2020,both,4804,986
y6report_2359869_RANDALL-BC_2021,passed,,Randall Bancorp Inc,2021,both,4449,945
y6report_2359869_RANDALL-BC_2022,passed,,"Randall Bancorp, Inc",2022,both,23335,1048
y6report_2359869_RANDALL-BC_2023,passed,,Randall Bancorp Inc,2023,both,13063,1014
y6report_2359869_RANDALL-BC_2024,passed,,"RANDALL BANCORP, INC.",2024,insiders,2507,187
y6report_2359887_PARK-BC-OF-DULUTH_2013,passed,,Park Bank Corporation,2013,both,13322,2042
y6report_2359887_PARK-BC-OF-DULUTH_2014,passed,,Park Bank Corporation,2014,both,6191,2042
y6report_2359917_KENSINGTON-BC_2013,passed,,"Kensington Bancorp, Inc.",2013,both,4469,877
y6report_2359917_KENSINGTON-BC_2014,passed,,"Kensington Bancorp, Inc.",2014,both,16619,878
y6report_2359917_KENSINGTON-BC_2015,passed,,"KENSINGTON BANCORP, INC.",2015,both,4695,880
y6report_2359917_KENSINGTON-BC_2016,passed,,"Kensington Bancorp, Inc.",2016,both,13335,901
y6report_2359917_KENSINGTON-BC_2017,passed,,"Kensington Bancorp, Inc.",2017,both,8532,878
y6report_2359917_KENSINGTON-BC_2018,passed,,"Kensington Bancorp, Inc.",2018,both,5146,934
y6report_2359917_KENSINGTON-BC_2019,passed,,"Kensington Bancorp, Inc.",2019,both,5070,1121
y6report_2359917_KENSINGTON-BC_2020,passed,,"Kensington Bancorp, Inc.",2020,both,5059,1121
y6report_2359917_KENSINGTON-BC_2021,passed,,"Kensington Bancorp, Inc.",2021,both,13337,1126
y6report_2359917_KENSINGTON-BC_2022,passed,,"Kensington Bancorp, Inc.",2022,insiders,11157,747
y6report_2359917_KENSINGTON-BC_2023,passed,,"Kensington Bancorp, Inc.",2023,none,13906,64
y6report_2359962_DCNB-HC_2013,passed,,DCNB Holding Company,2013,both,31249,939
y6report_2359962_DCNB-HC_2014,passed,,DCNB Holding Company,2014,both,21565,1148
y6report_2359962_DCNB-HC_2015,passed,,DCNB Holding Company,2015,both,15027,1140
y6report_2359962_DCNB-HC_2016,passed,,DCNB Holding Company,2016,both,4389,1094
y6report_2359962_DCNB-HC_2017,passed,,DCNB Holding Company,2017,both,12364,1053
y6report_2359962_DCNB-HC_2018,passed,,DCNB Holding Company,2018,both,5305,1061
y6report_2359962_DCNB-HC_2019,passed,,DCNB Holding Company,2019,both,5351,1076
y6report_2359962_DCNB-HC_2020,passed,,DCNB Holding Company,2020,both,13080,1051
y6report_2359962_DCNB-HC_2021,passed,,DCNB HOLDING COMPANY,2021,both,4060,751
y6report_2359962_DCNB-HC_2022,passed,,DCNB Holding Company,2022,none,2272,62
y6report_2359962_DCNB-HC_2023,passed,,DCNB Holding Company,2023,insiders,2360,184
y6report_2359962_DCNB-HC_2024,passed,,DCNB HOLDING COMPANY,2024,insiders,2513,180
y6report_2360043_LAKE-ELMO-BSHRS_2013,passed,,"Lake Elmo Bancshares, Inc.",2013,both,4795,1764
y6report_2360043_LAKE-ELMO-BSHRS_2014,passed,,"Lake Elmo Bancshares, Inc.",2014,both,5053,1679
y6report_2360043_LAKE-ELMO-BSHRS_2015,passed,,"Lake Elmo Bancshares, Inc.",2015,both,14442,1728
y6report_2360043_LAKE-ELMO-BSHRS_2016,passed,,"Lake Elmo Bancshares, Inc.",2016,both,6142,1729
y6report_2360043_LAKE-ELMO-BSHRS_2017,passed,,"Lake Elmo Bancshares, Inc.",2017,both,16395,1634
y6report_2360043_LAKE-ELMO-BSHRS_2018,passed,,"Lake Elmo Bancshares, Inc.",2018,both,5253,1746
y6report_2360043_LAKE-ELMO-BSHRS_2019,passed,,"Lake Elmo Bancshares, Inc.",2019,both,5184,1712
y6report_2360043_LAKE-ELMO-BSHRS_2020,passed,,"Lake Elmo Bancshares, Inc.",2020,both,5333,1711
y6report_2360043_LAKE-ELMO-BSHRS_2021,passed,,"Lake Elmo Bancshares, Inc.",2021,both,5476,1720
y6report_2360043_LAKE-ELMO-BSHRS_2022,passed,,Lake Elmo Bancshares,2022,both,3621,1586
y6report_2360043_LAKE-ELMO-BSHRS_2023,passed,,Lake Elmo Bancshares,2023,both,3765,1711
y6report_2360043_LAKE-ELMO-BSHRS_2024,passed,,"LAKE ELMO BANCSHARES, INC.",2024,both,5474,1430
y6report_2361880_PRIVATE-BC_2013,passed,,"PRIVATE BANCORPORATION, INC.",2013,both,4421,1245
y6report_2380948_HIGGINS-BC_2013,failed,Invalid \escape: line 69 column 52 (char 1557),,,,,
y6report_2380948_HIGGINS-BC_2014,passed,,Higgins Bancorporation Inc.,2014,both,15270,1355
y6report_2380948_HIGGINS-BC_2015,passed,,"HIGGINS BANCORPORATION, INC.",2015,securities,4466,880
y6report_2380948_HIGGINS-BC_2016,passed,,Higgins Bancorporation Inc,2016,insiders,4462,1357
y6report_2380948_HIGGINS-BC_2017,passed,,"Higgins Bancorporation, Inc",2017,both,5666,1345
y6report_2380948_HIGGINS-BC_2018,passed,,"Higgins Bancorporation, Inc",2018,both,13600,1275
y6report_2380948_HIGGINS-BC_2019,passed,,"Higgins Bancorporation, Inc.",2019,both,12855,1359
y6report_2380948_HIGGINS-BC_2020,passed,,"Higgins Bancorporation, Inc.",2020,none,3593,63
y6report_2380948_HIGGINS-BC_2021,passed,,"Higgins Bancorporation, Inc.",2021,both,13283,1361
y6report_2380948_HIGGINS-BC_2022,passed,,"Higgins Bancorporation, Inc",2022,none,2847,63
y6report_2380948_HIGGINS-BC_2023,passed,,Higgins Bancorporation Inc,2023,insiders,2812,184
y6report_2380948_HIGGINS-BC_2024,passed,,"HIGGINS BANCORPORATION, INC.",2024,insiders,2437,189
y6report_2387152_UNIVERSAL-FNCL-SVC_2013,passed,,"Universal Financial Services, Inc.",2013,both,16242,2104
y6report_2387152_UNIVERSAL-FNCL-SVC_2014,passed,,"Universal Financial Services, Inc.",2014,both,17130,2280
y6report_2387152_UNIVERSAL-FNCL-SVC_2015,passed,,"UNIVERSAL FINANCIAL SERVICES, INC.",2015,both,5376,2233
y6report_2387152_UNIVERSAL-FNCL-SVC_2016,passed,,"Universal Financial Services, Inc.",2016,both,5141,2171
y6report_2387152_UNIVERSAL-FNCL-SVC_2017,passed,,"Universal Financial Services, Inc.",2017,both,5289,1985
y6report_2387152_UNIVERSAL-FNCL-SVC_2018,passed,,Universal Financial Services Inc.,2018,both,4867,2238
y6report_2387152_UNIVERSAL-FNCL-SVC_2019,passed,,"Universal Financial Services, Inc.",2020,both,14601,2233
y6report_2387152_UNIVERSAL-FNCL-SVC_2020,passed,,"UNIVERSAL FINANCIAL SERVICES, INC.",2020,both,4958,2481
y6report_2387152_UNIVERSAL-FNCL-SVC_2021,passed,,"UNIVERSAL FINANCIAL SERVICES, INC.",2021,both,4914,2206
y6report_2387152_UNIVERSAL-FNCL-SVC_2022,passed,,"Universal Financial Services, Inc.",2022,insiders,3213,1926
y6report_2387152_UNIVERSAL-FNCL-SVC_2023,passed,,"Universal Financial Services, Inc.",2023,none,2174,63
y6report_2389941_TCF-FC_2013,passed,,TCF Financial Corporation,2013,both,46940,4610
y6report_2389941_TCF-FC_2014,passed,,TCF Financial Corporation,2014,both,318927,4756
y6report_2389941_TCF-FC_2015,passed,,TCF Financial Corporation,2015,both,161418,4794
y6report_2389941_TCF-FC_2016,passed,,TCF Financial Corporation,2016,both,942047,4872
y6report_2389941_TCF-FC_2017,passed,,TCF Financial Corporation,2017,both,121263,4147
y6report_2389941_TCF-FC_2018,failed,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': 'The input token count (1221599) exceeds the maximum number of tokens allowed (1048575).', 'status': 'INVALID_ARGUMENT'}, 'modelVersion': 'gemini-2.0-flash'}",,,,,
y6report_2390013_META-FNCL-GRP_2017,passed,,"Meta Financial Group, Inc.",2017,both,50364,1582
y6report_2390013_META-FNCL-GRP_2018,passed,,"Meta Financial Group, Inc.",2018,both,29970,940
y6report_2390013_META-FNCL-GRP_2019,passed,,"Meta Financial Group, Inc.",2019,both,28541,2489
y6report_2390013_META-FNCL-GRP_2020,passed,,"METABANK, NATIONAL ASSOCIATION",2020,both,101923,2688
y6report_2390013_META-FNCL-GRP_2021,passed,,"Meta Financial Group, Inc.",2021,both,115734,2724
y6report_2390013_PATHWARD-FNCL_2022,passed,,"Pathward Financial, Inc",2022,both,104411,3008
y6report_2390013_PATHWARD-FNCL_2023,passed,,"Pathward Financial, Inc.",2023,both,4503,2888
y6report_2390013_PATHWARD-FNCL_2024,passed,,"Pathward Financial, Inc.",2024,both,87818,3030
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2013,failed,Invalid \escape: line 262 column 83 (char 6276),,,,,
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2014,passed,,"First Rushmore Bancorporation, Inc.",2014,both,19464,3707
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2015,passed,,First State Bank Southwest KSOP Plan and Trust,2015,both,18826,4138
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2016,passed,,First State Bank Southwest KSOP Plan and Trust,2016,both,8257,4048
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2017,failed,Invalid \escape: line 253 column 83 (char 6837),,,,,
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2018,failed,Invalid \escape: line 263 column 83 (char 6744),,,,,
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2019,passed,,First State Bank Southwest KSOP Plan and Trust,2019,both,8208,3414
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2020,passed,,First State Bank Southwest KSOP Plan and Trust,2020,both,17402,3665
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2021,passed,,First State Bank Southwest KSOP Plan and Trust,2021,both,17573,3735
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2022,passed,,First State Bank Southwest KSOP Plan and Trust,2022,insiders,6510,2104
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2023,passed,,First State Bank Southwest KSOP Plan and Trust,2023,both,17395,3462
y6report_2399678_FIRST-ST-BK-SW-KSOP-PLAN-AND-TR_2024,passed,,FIRST STATE BANK SOUTHWEST KSOP PLAN AND TRUST,2024,both,9301,3238
y6report_2410582_FIRST-ST-ASSC_2015,passed,,"First State Associates, Inc.",2015,both,5484,3479
y6report_2410582_FIRST-ST-ASSC_2016,passed,,"First State Associates, Inc.",2016,both,14181,2712
y6report_2433312_AMERIPRISE-FNCL_2019,passed,,"Ameriprise Financial, Inc.",2019,both,15030,3494
y6report_2433312_AMERIPRISE-FNCL_2020,passed,,AMERIPRISE FINANCIAL INC.,2020,both,18291,3309
y6report_2433312_AMERIPRISE-FNCL_2021,passed,,"AMERIPRISE FINANCIAL, INC.",2021,both,38330,3654
y6report_2433312_AMERIPRISE-FNCL_2022,passed,,"AMERIPRISE FINANCIAL, INC.",2022,both,31334,3416
y6report_2433312_AMERIPRISE-FNCL_2023,passed,,"AMERIPRISE FINANCIAL, INC.",2023,both,31729,3478
y6report_2452630_COMMERCE-BSHRS_2013,passed,,"COMMERCE BANCSHARES, INC.",2013,both,14852,597
y6report_2452630_COMMERCE-BSHRS_2014,passed,,"COMMERCE BANCSHARES, INC.",2014,both,5954,556
y6report_2452630_COMMERCE-BSHRS_2015,passed,,"COMMERCE BANCSHARES, INC.",2015,both,14878,305
y6report_2452630_COMMERCE-BSHRS_2016,passed,,"COMMERCE BANCSHARES, INC.",2016,both,4799,298
y6report_2452630_COMMERCE-BSHRS_2017,passed,,"COMMERCE BANCSHARES, INC.",2017,both,5146,299
y6report_2452630_COMMERCE-BSHRS_2018,passed,,"COMMERCE BANCSHARES, INC.",2018,both,4771,296
y6report_2452630_COMMERCE-BSHRS_2019,passed,,"COMMERCE BANCSHARES, INC.",2019,both,6002,308
y6report_2452630_COMMERCE-BSHRS_2020,passed,,"COMMERCE BANC SHARES, INC.",2020,both,26039,299
y6report_2452630_COMMERCE-BSHRS_2021,passed,,"COMMERCE BANCSHARES, INC.",2021,both,4535,302
y6report_2452630_COMMERCE-BSHRS_2022,passed,,"COMMERCE BANCSHARES, INC.",2022,insiders,12253,186
y6report_2452630_COMMERCE-BSHRS_2023,passed,,"COMMERCE BANCSHARES, INC.",2023,none,2910,66
y6report_2452630_COMMERCE-BSHRS_2024,passed,,"COMMERCE BANCSHARES, INC.",2024,insiders,2543,185
y6report_2466235_INDEPENDENT-BSHRS_2013,passed,,"Independent Bancshares, Inc.",2013,both,4722,817
y6report_2466235_INDEPENDENT-BSHRS_2014,failed,Invalid \escape: line 61 column 61 (char 1973),,,,,
y6report_2466235_INDEPENDENT-BSHRS_2015,passed,,"Independent Bancshares, Inc.",2015,both,16427,783
y6report_2466235_INDEPENDENT-BSHRS_2016,passed,,"Independent Bancshares, Inc.",2016,both,14556,864
y6report_2466235_INDEPENDENT-BSHRS_2017,passed,,"Independent Bancshares, Inc.",2017,both,27976,996
y6report_2466235_INDEPENDENT-BSHRS_2018,passed,,"Independent Bancshares, Inc.",2018,both,16384,785
y6report_2466235_INDEPENDENT-BSHRS_2019,passed,,"Independent Bancshares, Inc.",2019,both,5617,788
